"AskingPrice","PriceSold","SaleDate","id","YearBuilt","Area","NumberBathrooms","NumberBedrooms","NumberLevels","LivingArea","MunicipalAssessment","FloorNumber","Parking"
"","","Sold in 3 months 14 Days  on 2012-07-08","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-207428","1910",,"5","9",,,,,
"$515,000"," $500,000","Sold in 60 Days  on 2011-05-20","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-242936","1947","25x105 ft (7.62x32.00 m)","1","2",,,,,
"$369,000"," $345,000","Sold in 3 months 15 Days  on 2006-03-13","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-28685","1953","44x78 ft (13.41x23.77 m)",,,,,,,
"","","Sold in 4 months  on 2012-03-10","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-294054","1925",,,,,,,,
"$534,999","","Sold in 13 Days  on 2012-09-01","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-356537","1948","25x78 ft (7.62x23.77 m)","1","2",,,,,
"","","Sold in 74 Days  on 2012-11-08","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-354470","1925","7.77x23.77 m (25.49x77.99 ft)",,,,,,,
"","","Sold in 5 months  on 2010-10-02","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-179294","1953","11.96x34.44 m (39.24x112.99 ft)","4","7",,,,,
"$364,500","","Sold in 4 months 5 Days  on 2013-02-28","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-374713","1931","25x90 ft (7.62x27.43 m)",,,,,,,
"","","Sold in 3 months 22 Days  on 2007-01-31","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-45100","1950","25x81 ft (7.62x24.69 m)","4",,,,,,
"","","Sold in 25 Days  on 2013-12-13","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-469390","1948","3,439 ft� (319.49 m�)","1","1",,,,,
"$379,000"," $345,000","Sold in 4 months 8 Days  on 2007-04-17","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-47713","1950","25x112 ft (7.62x34.14 m)","1","1",,,,,
"$894,000"," $840,000","Sold in 59 Days  on 2013-03-13","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-389798",,"46x106 ft (14.02x32.31 m)","5","8",,,,,
"$375,000"," $360,000","Sold in 3 months 4 Days  on 2007-05-09","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-51029","1951","25x42 ft (7.62x12.80 m)","4",,,,,,
"$610,000"," $610,000","Sold in 13 Days  on 2014-03-23","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-499405","1960","1,720 ft� (159.79 m�)","4","12",,,,,
"$849,000"," $830,000","Sold in 5 Days  on 2014-06-24","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-528787","1943","3,115 ft� (289.39 m�)","4","6",,,,,
"$432,000"," $417,500","Sold in 87 Days  on 2007-11-16","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-64226","1957","3,675 ft� (341.42 m�)","1","3",,,,,
"$395,000"," $392,000","Sold in 29 Days  on 2007-03-23","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-52398","1942","348.39 m� (3,750.04 ft�)","4","6",,,,,
"","","Sold in 5 months 3 Days  on 2008-02-02","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-67044","1980","40x90 ft (12.19x27.43 m)","2","3",,,,,
"$525,000"," $500,000","Sold in 11 months 6 Days  on 2011-10-10","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-73406","1956","25x90 ft (7.62x27.43 m)","1","2",,,,,
"$408,000"," $403,000","Sold in 5 Days  on 2008-03-31","/quadruplex-for-sale-rosemont-petite-patrie-quebec-en-80898","1955","25x82 ft (7.62x24.99 m)","1","2",,,,,
"$699,000"," $650,000","Sold in 10 Days  on 2006-09-23","/quadruplex-for-sale-st-leonard-quebec-en-43238","1990","49x105 ft (14.94x32.00 m)","2","3",,,,,
"$649,000"," $625,000","Sold in 23 Days  on 2013-02-25","/quadruplex-for-sale-verdun-quebec-en-395626","1928","3,940 ft� (366.04 m�)","4","10",,,,,
"","","Sold in 12 Days  on 2014-09-26","/quadruplex-for-sale-verdun-quebec-en-547840","1928","3,375 ft� (313.55 m�)",,,,,,,
"$439,000"," $430,000","Sold in 2 Days  on 2008-06-14","/quadruplex-for-sale-verdun-quebec-en-91964","1927","37.5x115 ft (11.43x35.05 m)",,,,,,,
"$519,000"," $480,000","Sold in 4 months 17 Days  on 2011-04-01","/quadruplex-for-sale-verdun-quebec-en-218868","1926","40.2x76.3 ft (12.25x23.26 m)",,,,,,,
"$549,000","","Sold in 5 months 10 Days  on 2011-01-28","/quadruplex-for-sale-villeray-st-michel-parc-extension-quebec-en-198376","1928","30x74 ft (9.14x22.56 m)",,,,,,,
"","","Sold in 41 Days  on 2011-11-09","/quadruplex-for-sale-villeray-st-michel-parc-extension-quebec-en-285061","1955","369.4 m� (3,976.19 ft�)","4","5",,,,,
"$469,000"," $420,000","Sold in 66 Days  on 2010-10-14","/quadruplex-for-sale-villeray-st-michel-parc-extension-quebec-en-199307","1954","28.6x81 ft (8.72x24.69 m)","1","3",,,,,
"$389,000"," $362,000","Sold in 9 months 14 Days  on 2007-07-23","/quadruplex-for-sale-villeray-st-michel-parc-extension-quebec-en-44533","1953","30x90 ft (9.14x27.43 m)",,,,,,,
"","","Sold in 17 Days  on 2007-12-03","/quadruplex-for-sale-villeray-st-michel-parc-extension-quebec-en-71279","1947","40x100 ft (12.19x30.48 m)","1","3",,,,,
"$758,000"," $710,000","Sold in 75 Days  on 2010-01-18","/quintuplex-for-sale-ahuntsic-cartierville-quebec-en-152499","1986","50x100 ft (15.24x30.48 m)","2","3",,,,,
"$545,000"," $485,000","Sold in 5 months 2 Days  on 2006-07-18","/quintuplex-for-sale-cote-des-neiges-quebec-en-31447","1963","2,700 ft� (250.84 m�)",,,,,,,
"$539,000"," $500,000","Sold in 59 Days  on 2012-04-06","/quintuplex-for-sale-lachine-quebec-en-307331","1978","15.27x30.63 m (50.10x100.49 ft)",,,,,,,
"$575,000","","Sold in 5 months 25 Days  on 2012-03-28","/quintuplex-for-sale-ile-bizard-quebec-en-280752","1960","50x110 ft (15.24x33.53 m)",,,,,,,
"$419,000","","Sold in 3 months 24 Days  on 2010-03-15","/quadruplex-for-sale-villeray-st-michel-parc-extension-quebec-en-155287","1950","30x70 ft (9.14x21.34 m)",,,,,,,
"$405,000"," $380,000","Sold in 3 months 21 Days  on 2013-05-27","/quintuplex-for-sale-lachine-quebec-en-395169","1958","30x60 ft (9.14x18.29 m)",,,,,,,
"$427,000"," $420,000","Sold in 13 months 23 Days  on 2008-09-15","/quintuplex-for-sale-mercier-hochelaga-maisonneuve-quebec-en-48535","1935","25x101 ft (7.62x30.78 m)","5",,,,,,
"$429,000"," $431,000","Sold in 6 months 18 Days  on 2006-03-16","/quintuplex-for-sale-mercier-hochelaga-maisonneuve-quebec-en-26116",,"50x100 ft (15.24x30.48 m)",,,,,,,
"$739,000"," $729,000","Sold in 53 Days  on 2014-05-27","/quintuplex-for-sale-mercier-hochelaga-maisonneuve-quebec-en-492668","1927","349.60 m� (3,763.06 ft�)","1","2",,,,,
"$539,000"," $515,000","Sold in 6 months 14 Days  on 2007-09-07","/quintuplex-for-sale-mercier-hochelaga-maisonneuve-quebec-en-52558",,,,,,,,,
"$619,000","","Sold in 7 months 11 Days  on 2011-03-08","/quintuplex-for-sale-mercier-hochelaga-maisonneuve-quebec-en-196727","1929",,"1","3",,,,,
"$530,000"," $520,000","Sold in 24 Days  on 2014-08-21","/quintuplex-for-sale-mercier-hochelaga-maisonneuve-quebec-en-533957","1900","2,281 ft� (211.91 m�)","5",,,,,,
"","","Sold in 5 months 27 Days  on 2007-12-10","/quintuplex-for-sale-mercier-hochelaga-maisonneuve-quebec-en-59231","1931","32x80 ft (9.75x24.38 m)","3","10",,,,,
"$489,000"," $469,000","Sold in 49 Days  on 2007-12-14","/quintuplex-for-sale-mercier-hochelaga-maisonneuve-quebec-en-69465","1926","28x76 ft (8.53x23.16 m)","1","5",,,,,
"$729,000"," $690,000","Sold in 3 months 23 Days  on 2011-03-15","/quintuplex-for-sale-montreal-downtown-ville-marie-quebec-en-220361","1930","30x84 ft (9.14x25.60 m)","1",,,,,,
"$669,000"," $669,000","Sold in 67 Days  on 2014-04-09","/quintuplex-for-sale-north-montreal-quebec-en-480067","1987","3,375 ft� (313.55 m�)","1","2",,,,,
"$580,000"," $513,000","Sold in 4 months 9 Days  on 2006-09-22","/quintuplex-for-sale-plateau-mont-royal-quebec-en-36126","1932","2,962 ft� (275.18 m�)",,,,,,,
"$695,000"," $695,000","Sold in 9 months 22 Days  on 2011-02-05","/quintuplex-for-sale-rosemont-petite-patrie-quebec-en-178505","1943","33x105 ft (10.06x32.00 m)","1","3",,,,,
"","","Sold in 14 Days  on 2012-10-29","/quintuplex-for-sale-plateau-mont-royal-quebec-en-363697","1928","25x93.01 ft (7.62x28.35 m)","1","3",,,,,
"","","Sold in 3 months 21 Days  on 2013-04-06","/quintuplex-for-sale-plateau-mont-royal-quebec-en-384133","1910","30x78 ft (9.14x23.77 m)",,,,,,,
"$539,000"," $535,000","Sold in 28 Days  on 2010-05-10","/quintuplex-for-sale-rosemont-petite-patrie-quebec-en-178715",,"25x90 ft (7.62x27.43 m)","5","7",,,,,
"$685,000"," $632,000","Sold in 61 Days  on 2012-06-05","/quintuplex-for-sale-rosemont-petite-patrie-quebec-en-313788","1950","45x88 ft (13.72x26.82 m)","1","3",,,,,
"$559,000"," $550,000","Sold in 8 months 18 Days  on 2013-11-25","/quintuplex-for-sale-rosemont-petite-patrie-quebec-en-401770","1915","27x90 ft (8.23x27.43 m)","5",,,,,,
"$595,000"," $585,000","Sold in 30 Days  on 2006-09-24","/quintuplex-for-sale-rosemont-petite-patrie-quebec-en-42145","1929","27x91.13 ft (8.23x27.78 m)","1","4",,,,,
"$449,000","","Sold in 73 Days  on 2007-09-13","/quintuplex-for-sale-rosemont-petite-patrie-quebec-en-60445","1954","37x115 ft (11.28x35.05 m)","5",,,,,,
"$495,000","","Sold in 4 Days  on 2007-11-06","/quintuplex-for-sale-rosemont-petite-patrie-quebec-en-70038","1930","1,950 ft� (181.16 m�)",,,,,,,
"$839,000"," $839,000","Sold in 22 Days  on 2013-07-22","/quintuplex-for-sale-rosemont-petite-patrie-quebec-en-438749","1923","2,750 ft� (255.48 m�)",,,,,,,
"","","Sold in 16 months 25 Days  on 2009-10-01","/quintuplex-for-sale-rosemont-petite-patrie-quebec-en-86483","1931",,,,,,,,
"$360,000"," $330,000","Sold in 49 Days  on 2007-08-21","/quintuplex-for-sale-rosemont-petite-patrie-quebec-en-60636",,"25x70 m (82.02x229.66 ft)",,,,,,,
"$669,000"," $650,000","Sold in 57 Days  on 2014-07-07","/quintuplex-for-sale-st-laurent-quebec-en-517446","1957","321.3 m� (3,458.44 ft�)","5",,,,,,
"$820,000","","Sold in 88 Days  on 2011-09-12","/quintuplex-for-sale-st-leonard-quebec-en-263492","1972","19.4x27.44 m (63.65x90.03 ft)","1","3",,,,,
"$775,000"," $750,000","Sold in 17 months 12 Days  on 2011-11-01","/quintuplex-for-sale-verdun-quebec-en-182333","1918","29x102 ft (8.84x31.09 m)","1","3",,,,,
"$509,000"," $466,500","Sold in 3 months 6 Days  on 2009-11-03","/quintuplex-for-sale-villeray-st-michel-parc-extension-quebec-en-140642","1920","25x110 ft (7.62x33.53 m)","6",,,,,,
"$595,000"," $585,000","Sold in 31 Days  on 2011-07-06","/quintuplex-for-sale-villeray-st-michel-parc-extension-quebec-en-260180","1944","25x70 ft (7.62x21.34 m)",,,,,,,
"","","Sold in 52 Days  on 2013-03-16","/quintuplex-for-sale-villeray-st-michel-parc-extension-quebec-en-390920","1931","2,737 ft� (254.28 m�)","2","5",,,,,
"$759,000"," $759,000","Sold in 46 Days  on 2008-08-13","/quintuplex-for-sale-villeray-st-michel-parc-extension-quebec-en-93545","1929","32x80 ft (9.75x24.38 m)","2","4",,,,,
"$319,000"," $319,000","Sold in 31 Days  on 2007-11-10","/quintuplex-for-sale-villeray-st-michel-parc-extension-quebec-en-68209","1950","27x73 ft (8.23x22.25 m)",,,,,,,
"$285,000"," $260,000","Sold in 6 months 10 Days  on 2010-07-01","/rental-for-sale-lachine-quebec-en-158503",,,,,,,,,
"$411,000"," $411,000","Sold in 5 months 17 Days  on 2010-01-26","/residential-for-sale-cote-des-neiges-quebec-en-164143","2009",,"1","3","1","1,223 ft� (113.62 m�)",,"1",
"$447,000"," $447,000","Sold in 3 months 13 Days  on 2010-01-26","/residential-for-sale-cote-des-neiges-quebec-en-164142","2009",,"2","3","2","1,715 ft� (159.33 m�)",,"2",
" Price available upon request","","Sold in 5 months 6 Days  on 2011-03-21","/residential-for-sale-lachine-quebec-en-243856",,,,,,,,,
"$489,000"," $489,000","Sold in 47 Days  on 2010-06-09","/residential-for-sale-cote-des-neiges-quebec-en-190136","2010",,"2","2","1","1,300 ft� (120.77 m�)",,,
"$437,000"," $437,000","Sold in 67 Days  on 2009-04-28","/residential-for-sale-ile-des-soeurs-quebec-en-128570","2008",,"1","2",,"1,260 ft� (117.06 m�)",,"3",
" Price available upon request","","Sold in 5 months 6 Days  on 2011-03-21","/residential-for-sale-lachine-quebec-en-243858",,,,,,,,,
"$170,000"," $170,000","Sold in 9 months 17 Days  on 2010-12-02","/residential-for-sale-mercier-hochelaga-maisonneuve-quebec-en-223256","2010",,"1","2",,"822 ft� (76.37 m�)",,,
"$259,000"," $243,000","Sold in 47 Days  on 2008-12-12","/residential-for-sale-ahuntsic-cartierville-quebec-en-106702","2003",,"2","2","2","907 ft� (84.26 m�)","$198,900","2",
" Price available upon request","","Sold in 5 months 6 Days  on 2011-03-21","/residential-for-sale-lachine-quebec-en-243859",,,,,,,,,
"$161,990"," $161,990","Sold in 12 months 14 Days  on 2010-03-02","/residential-for-sale-montreal-downtown-ville-marie-quebec-en-171193","2009",,,,,"422 ft� (39.21 m�)",,,
"$242,000"," $242,000","Sold in 44 Days  on 2010-09-18","/residential-for-sale-montreal-downtown-ville-marie-quebec-en-208310","2010",,"1","1","1","580 ft� (53.88 m�)",,"8",
"$393,000"," $393,000","Sold in 6 months 15 Days  on 2011-01-14","/residential-for-sale-montreal-downtown-ville-marie-quebec-en-228107","2010",,"1","2","1","887 ft� (82.40 m�)",,"2",
"$393,000"," $393,000","Sold in 6 months 15 Days  on 2011-01-14","/residential-for-sale-montreal-downtown-ville-marie-quebec-en-228370","2010",,"1","2","1","887 ft� (82.40 m�)",,"2",
"$233,500"," $233,500","Sold in 4 months 17 Days  on 2010-06-23","/residential-for-sale-montreal-sud-ouest-quebec-en-192215","2010",,"1","1",,"768 ft� (71.35 m�)",,,
" Price available upon request","","Sold in 60 Days  on 2011-04-19","/residential-for-sale-mercier-hochelaga-maisonneuve-quebec-en-250637",,,,,,,,,
"$233,000"," $233,000","Sold in 4 months 17 Days  on 2010-06-23","/residential-for-sale-montreal-sud-ouest-quebec-en-192217","2010",,"1","1",,"945 ft� (87.79 m�)",,,
"$369,000"," $369,000","Sold in 74 Days  on 2010-08-30","/residential-for-sale-plateau-mont-royal-quebec-en-204378","1900",,"1","2","1","1,150 ft� (106.84 m�)",,,
" Price available upon request","","Sold in 46 Days  on 2011-04-12","/residential-for-sale-montreal-sud-ouest-quebec-en-249288",,,,,,,,,
" Price available upon request","","Sold in 3 months 8 Days  on 2011-04-15","/residential-for-sale-plateau-mont-royal-quebec-en-249940",,,,,,,,,
"$160,000"," $160,000","Sold in 4 months 17 Days  on 2010-06-23","/residential-for-sale-montreal-sud-ouest-quebec-en-192219","2010",,"1","2",,"590 ft� (54.81 m�)",,,
"$350,000"," $350,000","Sold in 8 months 12 Days  on 2010-12-02","/residential-for-sale-rosemont-petite-patrie-quebec-en-223257",,,"2","3",,"1,452 ft� (134.90 m�)",,,
"$439,900"," $439,900","Sold in 6 months 24 Days  on 2009-07-14","/residential-for-sale-st-laurent-quebec-en-139006","2008",,"1","3","3","2,200 ft� (204.39 m�)",,,
"$203,765"," $203,765","Sold in 58 Days  on 2010-11-20","/residential-for-sale-verdun-quebec-en-221474","1905","37.19x7.62 m (122.01x25.00 ft)","1","2",,"1,050 ft� (97.55 m�)",,,
"$299,900"," $299,900","Sold in 31 Days  on 2011-05-09","/residential-for-sale-plateau-mont-royal-quebec-en-254839",,,,,,,,,
"$269,000"," $269,000","Sold in 10 Days  on 2010-01-01","/residential-for-sale-villeray-st-michel-parc-extension-quebec-en-159898","2010",,"1","3",,"1,283 ft� (119.19 m�)",,"1",
"$249,000"," $249,000","Sold in 30 Days  on 2011-02-13","/residential-for-sale-villeray-st-michel-parc-extension-quebec-en-234837","2010",,"1","3",,"1,188 ft� (110.37 m�)",,,
"$249,000"," $249,000","Sold in 30 Days  on 2011-02-13","/residential-for-sale-villeray-st-michel-parc-extension-quebec-en-234840","2010",,"1","3",,"1,188 ft� (110.37 m�)",,,
"$249,000"," $249,000","Sold in 30 Days  on 2011-02-13","/residential-for-sale-villeray-st-michel-parc-extension-quebec-en-234845","2010",,"1","3",,"1,188 ft� (110.37 m�)",,,
"$249,000"," $249,000","Sold in 30 Days  on 2011-02-13","/residential-for-sale-villeray-st-michel-parc-extension-quebec-en-234846","2010",,"1","3",,"1,188 ft� (110.37 m�)",,,
" Price available upon request","","Sold in 29 Days  on 2011-04-22","/residential-for-sale-villeray-st-michel-parc-extension-quebec-en-251636",,,,,,,,,
" Price available upon request","","Sold in 30 Days  on 2011-04-23","/residential-for-sale-villeray-st-michel-parc-extension-quebec-en-251637",,,,,,,,,
" Price available upon request","","Sold in 30 Days  on 2011-04-23","/residential-for-sale-villeray-st-michel-parc-extension-quebec-en-251639",,,,,,,,,
"$45","","Sold in 5 months 29 Days  on 2014-08-11","/residential-lot-for-sale-anjou-quebec-en-370891",,"3,875 ft� (360.00 m�)",,,,,,,
"$600,000"," $570,000","Sold in 83 Days  on 2013-12-03","/residential-lot-for-sale-lasalle-quebec-en-457548",,"10,000 ft� (929.03 m�)",,,,,,,
"$195,000"," $185,000","Sold in 5 months 1 day  on 2014-09-15","/residential-lot-for-sale-ile-bizard-quebec-en-510864",,"7,988 ft� (742.11 m�)",,,,,,,
"$1,350,000","","Sold in 4 months 20 Days  on 2012-04-12","/residential-lot-for-sale-mercier-hochelaga-maisonneuve-quebec-en-279386",,"106x118 ft (32.31x35.97 m)",,,,,,,
"","","Sold in 7 months 1 day  on 2013-10-17","/residential-lot-for-sale-mercier-hochelaga-maisonneuve-quebec-en-401766",,"5,880 ft� (546.27 m�)",,,,,,,
"$195,000"," $160,000","Sold in 65 Days  on 2008-08-29","/residential-lot-for-sale-mercier-hochelaga-maisonneuve-quebec-en-93657",,"46x96 ft (14.02x29.26 m)",,,,,,,
"$175,000","","Sold in 8 months 23 Days  on 2009-11-01","/residential-lot-for-sale-north-montreal-quebec-en-106124",,"40x80 ft (12.19x24.38 m)",,,,,,,
"$450,000"," $380,000","Sold in 4 months 7 Days  on 2012-03-29","/residential-lot-for-sale-mercier-hochelaga-maisonneuve-quebec-en-296989",,"4,500 ft� (418.06 m�)",,,,,,,
"$149,000"," $237,000","Sold in 4 months 20 Days  on 2009-12-03","/residential-lot-for-sale-pierrefonds-roxboro-quebec-en-137921",,"70x100 ft (21.34x30.48 m)",,,,,,,
" Price available upon request"," $110,000","Sold in 6 months 26 Days  on 2009-11-10","/residential-lot-for-sale-riviere-des-prairies-quebec-en-121861",,"75x80 ft (22.86x24.38 m)",,,,,,,
"$109,000"," $85,000","Sold in 12 months 5 Days  on 2010-04-19","/residential-lot-for-sale-riviere-des-prairies-quebec-en-126421",,"50x80 ft (15.24x24.38 m)",,,,,,,
"$175,000","","Sold in 3 months 5 Days  on 2010-02-28","/residential-lot-for-sale-rosemont-petite-patrie-quebec-en-149549",,"23x100 ft (7.01x30.48 m)",,,,,,,
"$425,000","","Sold in 5 months 10 Days  on 2014-11-04","/residential-lot-for-sale-rosemont-petite-patrie-quebec-en-522090",,"2,500 ft� (232.26 m�)",,,,,,,
"$359,900","","Sold in 4 months 17 Days  on 2012-04-08","/residential-lot-for-sale-rosemont-petite-patrie-quebec-en-297450",,"25x78 ft (7.62x23.77 m)",,,,,,,
"$259,000","","Sold in 15 months 11 Days  on 2011-11-28","/residential-lot-for-sale-villeray-st-michel-parc-extension-quebec-en-200690",,"70x27 ft (21.34x8.23 m)",,,,,,,
"$365,000"," $265,000","Sold in 5 months 28 Days  on 2005-05-09","/restaurant-for-sale-rosemont-petite-patrie-quebec-en-20179",,"25x78 ft (7.62x23.77 m)",,,,,,,
"$459,000"," $430,000","Sold in 4 months 26 Days  on 2008-02-20","/split-level-bi-level-for-sale-ahuntsic-cartierville-quebec-en-66891","1959","5,280 ft� (490.53 m�)","2","4",,"2,000 ft� (185.81 m�)","$314,100",,
"$349,900"," $330,000","Sold in 22 Days  on 2007-10-05","/split-level-bi-level-for-sale-kirkland-quebec-en-65762","1985","63x133 ft (19.20x40.54 m)","1","3",,"1,286 ft� (119.47 m�)","$315,500",,
"$415,000"," $402,000","Sold in 3 months 7 Days  on 2008-01-28","/split-level-bi-level-for-sale-lachine-quebec-en-69066","1962","85x60 ft (25.91x18.29 m)","2","4","4","1,540 ft� (143.07 m�)","$305,300",,
"","","Sold in 60 Days  on 2008-07-20","/split-level-bi-level-for-sale-mercier-hochelaga-maisonneuve-quebec-en-87466","1955","91x55 ft (27.74x16.76 m)","1","4","2","1,500 ft� (139.35 m�)",,,
"$235,000"," $210,000","Sold in 52 Days  on 2007-12-20","/split-level-bi-level-for-sale-north-montreal-quebec-en-68925","1993","20x94 ft (6.10x28.65 m)","2","3","2","1,360 ft� (126.35 m�)","$195,000",,
"","","Sold in 6 months 13 Days  on 2008-05-19","/split-level-bi-level-for-sale-pointe-aux-trembles-quebec-en-69797","1990","65x90 ft (19.81x27.43 m)","2","3","2","2,200 ft� (204.39 m�)",,,
"$595,000\n                    \n                            \n        \n            \n                \n                    Ahuntsic / Cartierville - $595,000\n                                                                        - Completely renovated\n                                                            \n                \n                    \n                                                 \n                        2 Storey \n                         \n                        for sale\n                                                 - 10720, avenue de l'Esplanade                                            \n                \n            \n\n                    ... More info\n        \n        3 bedroom(s), 1 bathroom(s), Living space  1,610 ft�, Lot 4,800 ft�, Fireplace, Private parking"," $430,000","Sold in 26 Days  on 2009-04-03","/triplex-for-sale-ahuntsic-cartierville-quebec-en-120036",,,,,,,,,
"$427,500"," $412,000","Sold in 15 Days  on 2009-05-13","/triplex-for-sale-ahuntsic-cartierville-quebec-en-128095","1955","11.43x26.52 m (37.50x87.01 ft)","1","3",,,,,
"$567,000"," $555,000","Sold in 36 Days  on 2010-04-16","/triplex-for-sale-ahuntsic-cartierville-quebec-en-150819","1923","50x94 ft (15.24x28.65 m)","2","3",,,,,
"$759,000"," $730,000","Sold in 12 months 19 Days  on 2011-06-30","/triplex-for-sale-ahuntsic-cartierville-quebec-en-164371","1984","26x13.75 m (85.30x45.11 ft)","5","7",,,,,
"$755,000"," $725,000","Sold in 21 Days  on 2010-04-03","/triplex-for-sale-ahuntsic-cartierville-quebec-en-173492","1952","47x135 ft (14.33x41.15 m)","2","4",,,,,
"$489,000","","Sold in 20 Days  on 2010-06-05","/triplex-for-sale-ahuntsic-cartierville-quebec-en-184912","1955","25x110 ft (7.62x33.53 m)","2","3",,,,,
"$564,900"," $542,000","Sold in 31 months 2 Days  on 2013-05-07","/triplex-for-sale-ahuntsic-cartierville-quebec-en-211021","1945","40x122 ft (12.19x37.19 m)","2","3",,,,,
"$549,000"," $510,000","Sold in 42 Days  on 2010-09-24","/triplex-for-sale-ahuntsic-cartierville-quebec-en-199629","1957","44x75 ft (13.41x22.86 m)","4",,,,,,
"$409,000"," $395,000","Sold in 30 Days  on 2005-05-12","/triplex-for-sale-ahuntsic-cartierville-quebec-en-23421","1953","100x50 ft (30.48x15.24 m)",,,,,,,
"$549,000"," $537,000","Sold in 61 Days  on 2011-12-12","/triplex-for-sale-ahuntsic-cartierville-quebec-en-286195","1928","30x81 ft (9.14x24.69 m)","2",,,,,,
"$735,000"," $700,000","Sold in 59 Days  on 2012-03-15","/triplex-for-sale-ahuntsic-cartierville-quebec-en-303480","1973","44.5x81 ft (13.56x24.69 m)","1","3",,,,,
"$130,000","","Sold in 6 months 3 Days  on 2003-12-10","/retail-store-for-sale-outremont-quebec-en-10083",,,,,,,,,
"","","Sold in 4 months 15 Days  on 2012-06-12","/triplex-for-sale-ahuntsic-cartierville-quebec-en-307191","1961","38.5x100 ft (11.73x30.48 m)","1","3",,,,,
"$489,000"," $499,000","Sold in 38 Days  on 2012-05-04","/triplex-for-sale-ahuntsic-cartierville-quebec-en-320772","1968","25x94 ft (7.62x28.65 m)","1","3",,,,,
"$739,000"," $715,000","Sold in 3 months 26 Days  on 2012-10-10","/triplex-for-sale-ahuntsic-cartierville-quebec-en-341250","1960","40x80 ft (12.19x24.38 m)","2","4",,,,,
"$739,000"," $700,000","Sold in 29 Days  on 2006-04-05","/triplex-for-sale-ahuntsic-cartierville-quebec-en-32150","1956","55x110 ft (16.76x33.53 m)","2","6",,,,,
"$365,000"," $355,000","Sold in 4 months 5 Days  on 2013-10-05","/triplex-for-sale-ahuntsic-cartierville-quebec-en-399935","1955","227.10 m� (2,444.48 ft�)",,,,,,,
"","","Sold in 5 months 10 Days  on 2013-08-26","/triplex-for-sale-ahuntsic-cartierville-quebec-en-407196","1960",,"1","3",,,,,
"$495,000"," $477,000","Sold in 9 Days  on 2013-07-17","/triplex-for-sale-ahuntsic-cartierville-quebec-en-440385","1956","3,583 ft� (332.87 m�)","2","4",,,,,
"$522,000"," $482,500","Sold in 4 months 20 Days  on 2007-03-07","/triplex-for-sale-ahuntsic-cartierville-quebec-en-45510","1926","50x120 ft (15.24x36.58 m)","3","6",,,,,
"$553,700"," $530,000","Sold in 77 Days  on 2013-12-11","/triplex-for-sale-ahuntsic-cartierville-quebec-en-460291","1947","29.42x100 ft (8.97x30.48 m)","4","5",,,,,
"","","Sold in 23 Days  on 2014-02-06","/triplex-for-sale-ahuntsic-cartierville-quebec-en-479139","1959","38x175 ft (11.58x53.34 m)","2","4",,,,,
"$679,000"," $660,000","Sold in 45 Days  on 2014-05-09","/triplex-for-sale-ahuntsic-cartierville-quebec-en-483159","1949","31.3x102.62 ft (9.54x31.28 m)","2","3",,,,,
"","","Sold in 14 Days  on 2014-01-24","/triplex-for-sale-ahuntsic-cartierville-quebec-en-482083","1957","3,450 ft� (320.52 m�)","4","6",,,,,
"$559,000"," $545,000","Sold in 84 Days  on 2014-05-22","/triplex-for-sale-ahuntsic-cartierville-quebec-en-484726","1970","263.10 m� (2,831.98 ft�)","2","4",,,,,
"","","Sold in 7 Days  on 2014-04-06","/triplex-for-sale-ahuntsic-cartierville-quebec-en-504295","1958","2,812.5 ft� (261.29 m�)","1","3",,,,,
"$495,000"," $475,000","Sold in 21 Days  on 2007-05-12","/triplex-for-sale-ahuntsic-cartierville-quebec-en-55830","1964","40x85 ft (12.19x25.91 m)","2","4",,,,,
"$439,000"," $435,000","Sold in 84 Days  on 2007-10-15","/triplex-for-sale-ahuntsic-cartierville-quebec-en-61193","1956","38.23x104 ft (11.65x31.70 m)",,,,,,,
"$549,000"," $535,000","Sold in 36 Days  on 2007-04-07","/triplex-for-sale-ahuntsic-cartierville-quebec-en-51664","1943","50x100 ft (15.24x30.48 m)","2","4",,,,,
"$545,000"," $535,000","Sold in 25 Days  on 2007-10-28","/triplex-for-sale-ahuntsic-cartierville-quebec-en-67494","1955","45x100 ft (13.72x30.48 m)","1","3",,,,,
